1001,2,2,80,0.2,3,3,7,1570,3958,4733,0,32.5574087
1001,1,2,80,0.2,3,3,7,1666,3140,-1,1,34.2266194
1001,0,2,80,0.2,3,3,7,1411,-1,-1,2,34.2422195
1001,3,2,80,0.2,3,3,7,2716,3762,-1,1,34.7414227
1001,4,2,80,0.2,3,3,7,1560,-1,-1,3,67.5328329
1001,5,2,80,0.2,3,3,7,1608,4788,-1,1,68.7808409
1001,6,2,80,0.2,3,3,7,1594,4963,-1,1,68.5624395
1001,7,2,80,0.2,3,3,7,1248,-1,-1,2,68.5312393
1002,1,2,80,0.5,3,3,7,1186,-1,-1,2,33.8678171
1002,0,2,80,0.5,3,3,7,1181,-1,-1,3,34.3826204
1002,2,2,80,0.5,3,3,7,2052,4662,-1,1,34.8818236
1002,3,2,80,0.5,3,3,7,1518,-1,-1,2,35.0846249
1002,5,2,80,0.5,3,3,7,1494,3349,-1,1,68.5156392
1002,6,2,80,0.5,3,3,7,683,-1,-1,2,68.8120411
1002,4,2,80,0.5,3,3,7,1944,-1,-1,2,68.7496407
1002,7,2,80,0.5,3,3,7,2858,-1,-1,2,70.0600491
1003,3,2,80,0.005,3,4,7,822,3550,4758,0,32.1674062
1003,0,2,80,0.005,3,4,7,672,3936,-1,1,33.6182155
1003,2,2,80,0.005,3,4,7,1274,3564,-1,1,33.6494157
1003,1,2,80,0.005,3,4,7,956,3462,-1,1,33.8210168
1003,4,2,80,0.005,3,4,7,1042,4642,-1,1,66.3628254
1003,5,2,80,0.005,3,4,7,918,3312,-1,1,67.2208309
1003,7,2,80,0.005,3,4,7,1238,3201,-1,1,67.3300316
1003,6,2,80,0.005,3,4,7,1520,4162,-1,1,67.548433
1004,3,2,80,0.01,3,4,7,980,3337,4115,0,28.0021795
1004,2,2,80,0.01,3,4,7,1494,2498,-1,1,33.5714152
1004,0,2,80,0.01,3,4,7,828,4202,-1,1,33.5870153
1004,1,2,80,0.01,3,4,7,1094,3118,-1,1,33.8990173
1004,4,2,80,0.01,3,4,7,1372,3448,4375,0,58.344374
1004,5,2,80,0.01,3,4,7,1069,4349,-1,1,65.364419
1004,6,2,80,0.01,3,4,7,984,3358,-1,1,65.2396182
1004,7,2,80,0.01,3,4,7,1652,4223,-1,1,65.7700216
1005,1,2,80,0.05,3,4,7,815,3814,4501,0,30.8413977
1005,3,2,80,0.05,3,4,7,852,3211,-1,1,33.6338156
1005,2,2,80,0.05,3,4,7,854,-1,-1,2,33.6806159
1005,0,2,80,0.05,3,4,7,1344,-1,-1,2,33.8834172
1005,4,2,80,0.05,3,4,7,738,-1,-1,2,65.4268194
1005,5,2,80,0.05,3,4,7,1298,-1,-1,2,67.7356342
1005,6,2,80,0.05,3,4,7,1178,4322,-1,1,67.3456317
1005,7,2,80,0.05,3,4,7,922,4408,-1,1,67.3144315
1006,2,2,80,0.1,3,4,7,1720,-1,-1,2,33.9770178
1006,3,2,80,0.1,3,4,7,864,3357,-1,1,34.0394182
1006,1,2,80,0.1,3,4,7,1130,4377,-1,1,33.8834172
1006,0,2,80,0.1,3,4,7,1133,3252,-1,1,33.696216
1006,5,2,80,0.1,3,4,7,1923,-1,-1,2,68.328438
1006,4,2,80,0.1,3,4,7,616,-1,-1,2,68.1568369
1006,7,2,80,0.1,3,4,7,1617,4888,-1,1,67.6264335
1006,6,2,80,0.1,3,4,7,2516,3687,-1,1,68.4064385
1007,2,2,80,0.2,3,4,7,2497,3135,-1,1,34.0238181
1007,3,2,80,0.2,3,4,7,1200,4706,-1,1,34.5542215
1007,0,2,80,0.2,3,4,7,1090,-1,-1,2,34.3046199
1007,1,2,80,0.2,3,4,7,1086,-1,-1,2,34.8506234
1007,5,2,80,0.2,3,4,7,1420,-1,-1,2,68.952442
1007,6,2,80,0.2,3,4,7,1686,3839,-1,1,68.2036372
1007,4,2,80,0.2,3,4,7,1766,-1,-1,2,68.2192373
1007,7,2,80,0.2,3,4,7,878,-1,-1,2,68.5780396
1008,2,2,80,0.5,3,4,7,1112,-1,-1,2,34.0394182
1008,1,2,80,0.5,3,4,7,1084,-1,-1,2,34.1330188
1008,0,2,80,0.5,3,4,7,1244,-1,-1,2,34.3670203
1008,3,2,80,0.5,3,4,7,1702,-1,-1,3,34.8974237
1008,7,2,80,0.5,3,4,7,1178,-1,-1,2,69.2332438
1008,6,2,80,0.5,3,4,7,1810,-1,-1,2,68.6248399
1008,4,2,80,0.5,3,4,7,2318,-1,-1,3,68.8588414
1008,5,2,80,0.5,3,4,7,1562,-1,-1,2,68.6248399
1009,2,2,80,0.005,5,1,7,1350,3536,-1,1,34.4294207
1009,3,2,80,0.005,5,1,7,998,4402,-1,1,34.944224
1009,0,2,80,0.005,5,1,7,1377,4396,-1,1,34.4918211
1009,1,2,80,0.005,5,1,7,704,4367,-1,1,35.412227
1009,5,2,80,0.005,5,1,7,986,2339,3507,0,59.2959801
1009,4,2,80,0.005,5,1,7,662,3508,4977,0,67.3612318
1009,6,2,80,0.005,5,1,7,1110,4275,-1,1,67.6264335
1009,7,2,80,0.005,5,1,7,1222,2960,-1,1,67.5952333
1010,2,2,80,0.01,5,1,7,686,3846,-1,1,34.1954192
1010,1,2,80,0.01,5,1,7,776,4290,-1,1,34.5230213
1010,0,2,80,0.01,5,1,7,1429,3122,-1,1,34.0862185
1010,3,2,80,0.01,5,1,7,924,3021,-1,1,35.2718261
1010,5,2,80,0.01,5,1,7,870,3356,-1,1,69.264444
